transaction_id,account_id,timestamp,amount,merchant_category,location,is_fraud
TRX_0001086,ACC_0259,2025-09-13 18:13:45,198.28,Electronics,Helsinki,0
TRX_0001087,ACC_0461,2025-09-14 04:09:38,56.34,Groceries,Oulu,0
TRX_0001088,ACC_0382,2025-10-01 17:43:10,102.58,Groceries,Oulu,0
TRX_0001089,ACC_0301,2025-10-10 23:52:47,43.69,Fast Food,Tampere,0
TRX_0001090,ACC_0143,2025-10-01 04:10:24,86.3,Fast Food,Tampere,0
TRX_0001091,ACC_0270,2025-10-01 19:47:21,99.33,Travel,Vantaa,0
TRX_0001092,ACC_0120,2025-10-04 04:39:34,186.05,ATM Withdrawal,Espoo,0
TRX_0001093,ACC_0202,2025-09-15 14:41:02,51.67,Electronics,Oulu,0
TRX_0001094,ACC_0480,2025-09-30 18:00:26,206.17,Subscription,Oulu,0
TRX_0001095,ACC_0138,2025-10-02 08:28:15,93.05,Subscription,Vantaa,0
TRX_0001096,ACC_0443,2025-10-09 07:30:28,231.25,Gas Station,Oulu,0
TRX_0001097,ACC_0241,2025-10-10 01:59:15,46.2,Gambling,Turku,0
TRX_0001098,ACC_0102,2025-09-24 23:52:49,291.3,Groceries,Tampere,0
TRX_0001099,ACC_0282,2025-10-03 04:02:10,373.56,Travel,Helsinki,0
TRX_0001100,ACC_0286,2025-09-21 02:13:19,38.82,Gas Station,Turku,0
TRX_0001101,ACC_0488,2025-10-09 06:57:04,79.69,Jewelry,Espoo,0
TRX_0001102,ACC_0365,2025-09-14 06:17:47,98.82,Groceries,Vantaa,0
TRX_0001103,ACC_0043,2025-09-30 01:36:38,40.63,Electronics,Turku,0
TRX_0001104,ACC_0390,2025-10-07 15:04:08,97.89,Jewelry,Espoo,0
TRX_0001105,ACC_0194,2025-09-19 12:51:48,222.09,Jewelry,Tampere,0
TRX_0001106,ACC_0354,2025-09-30 02:35:34,98.29,ATM Withdrawal,Turku,0
TRX_0001107,ACC_0004,2025-10-02 13:59:26,113.89,Travel,Turku,0
TRX_0001108,ACC_0281,2025-10-07 18:06:55,190.48,Gas Station,Tampere,0
TRX_0001109,ACC_0335,2025-10-10 05:27:45,502.47,Gambling,Oulu,0
TRX_0001110,ACC_0151,2025-09-15 09:17:20,654.39,Electronics,Tampere,0
TRX_0001111,ACC_0392,2025-10-01 06:02:45,67.35,Electronics,Tampere,0
TRX_0001112,ACC_0363,2025-10-10 08:27:30,26.87,Jewelry,Tampere,0
TRX_0001113,ACC_0111,2025-10-06 04:06:51,32.16,Utility Bill,Oulu,0
TRX_0001114,ACC_0024,2025-09-12 19:36:25,34.72,Electronics,Oulu,0
TRX_0001115,ACC_0374,2025-10-04 00:13:17,119.17,ATM Withdrawal,Turku,0
TRX_0001116,ACC_0210,2025-10-08 00:59:30,123.16,Travel,Oulu,0
TRX_0001117,ACC_0027,2025-09-15 11:58:32,139.66,Groceries,Vantaa,0
TRX_0001118,ACC_0072,2025-09-19 09:31:01,85.63,Subscription,Helsinki,0
TRX_0001119,ACC_0199,2025-10-06 16:56:07,613.39,Jewelry,Espoo,0
TRX_0001120,ACC_0481,2025-10-05 23:15:14,20.91,Fast Food,Helsinki,0
TRX_0001121,ACC_0057,2025-09-21 06:12:18,129.19,Gas Station,Oulu,0
TRX_0001122,ACC_0082,2025-10-09 18:11:25,28.05,Fast Food,Turku,0
TRX_0001123,ACC_0130,2025-09-12 06:46:09,394.8,Electronics,Tampere,0
TRX_0001124,ACC_0150,2025-09-22 05:45:00,405.11,Electronics,Turku,0
TRX_0001125,ACC_0268,2025-09-29 20:18:41,134.71,Jewelry,Vantaa,0
TRX_0001126,ACC_0462,2025-10-06 16:56:11,212.92,Online Retail,Vantaa,0
TRX_0001127,ACC_0358,2025-10-03 04:32:42,61.96,Travel,Vantaa,0
TRX_0001128,ACC_0191,2025-09-26 17:01:43,70.45,Electronics,Tampere,0
TRX_0001129,ACC_0362,2025-10-05 02:22:36,67.87,Fast Food,Tampere,0
TRX_0001130,ACC_0260,2025-09-14 11:46:31,108.27,Subscription,Oulu,0
TRX_0001131,ACC_0470,2025-10-10 11:39:55,46.22,Electronics,Turku,0
TRX_0001132,ACC_0424,2025-09-25 03:43:56,30.8,Subscription,Espoo,0
TRX_0001133,ACC_0310,2025-09-16 05:47:33,120.86,ATM Withdrawal,Vantaa,0
TRX_0001134,ACC_0398,2025-09-12 13:00:50,128.71,Fast Food,Vantaa,0
TRX_0001135,ACC_0033,2025-09-22 22:16:14,11.76,Online Retail,Turku,0
TRX_0001136,ACC_0443,2025-09-19 17:31:04,29.11,Electronics,Espoo,0
TRX_0001137,ACC_0398,2025-09-25 15:11:44,112.82,Travel,Vantaa,0
TRX_0001138,ACC_0022,2025-09-28 18:30:06,52.41,Fast Food,Helsinki,0
TRX_0001139,ACC_0327,2025-09-27 02:03:10,44.889424616921175,Gambling,Espoo,1
TRX_0001140,ACC_0301,2025-09-25 03:57:02,160.24,Travel,Vantaa,0
TRX_0001141,ACC_0354,2025-09-29 16:46:09,55.62,ATM Withdrawal,Turku,0
TRX_0001142,ACC_0093,2025-10-01 18:19:27,17.54,Electronics,Vantaa,0
TRX_0001143,ACC_0192,2025-09-25 19:50:47,37.19,Groceries,Vantaa,0
TRX_0001144,ACC_0063,2025-09-21 03:37:24,95.18,ATM Withdrawal,Oulu,0
TRX_0001145,ACC_0129,2025-10-08 23:50:44,46.35,Electronics,Vantaa,0
TRX_0001146,ACC_0296,2025-09-24 10:03:52,139.13,Electronics,Espoo,0
TRX_0001147,ACC_0440,2025-10-09 10:29:16,78.97,Travel,Oulu,0
TRX_0001148,ACC_0342,2025-10-01 06:39:11,60.71,Gambling,Tampere,0
TRX_0001149,ACC_0325,2025-09-23 18:13:46,99.47,Gas Station,Turku,0
TRX_0001150,ACC_0010,2025-09-14 05:33:33,210.93,Gambling,Oulu,0
TRX_0001151,ACC_0430,2025-10-10 17:26:54,52.14,Travel,Helsinki,0
TRX_0001152,ACC_0480,2025-09-12 16:44:06,68.72,Online Retail,Helsinki,0
TRX_0001153,ACC_0406,2025-09-22 02:34:15,105.68,Gambling,Tampere,0
TRX_0001154,ACC_0299,2025-09-13 01:34:50,61.29,Groceries,Helsinki,0
TRX_0001155,ACC_0181,2025-10-02 23:16:47,204.9,Electronics,Espoo,0
TRX_0001156,ACC_0087,2025-10-11 18:10:30,231.13,Groceries,Helsinki,0
TRX_0001157,ACC_0339,2025-09-17 22:07:33,84.92,ATM Withdrawal,Turku,0
TRX_0001158,ACC_0315,2025-09-29 18:42:28,90.55,Gas Station,Turku,0
TRX_0001159,ACC_0200,2025-09-21 20:39:15,129.54,Gas Station,Espoo,0
TRX_0001160,ACC_0500,2025-10-02 05:20:34,34.88,Groceries,Vantaa,0
TRX_0001161,ACC_0022,2025-10-04 16:30:22,322.03,Subscription,Oulu,0
TRX_0001162,ACC_0266,2025-09-20 21:43:33,156.71,Gas Station,Espoo,0
TRX_0001163,ACC_0124,2025-09-20 02:11:45,140.79,Electronics,Vantaa,0
TRX_0001164,ACC_0122,2025-09-22 02:03:04,45.7,ATM Withdrawal,Vantaa,0
TRX_0001165,ACC_0385,2025-10-03 00:52:50,77.59,Gambling,Helsinki,0
TRX_0001166,ACC_0366,2025-09-24 09:24:17,508.0,Gas Station,Espoo,0
TRX_0001167,ACC_0460,2025-09-14 13:13:01,83.44,Gas Station,Espoo,0
TRX_0001168,ACC_0478,2025-10-02 13:29:27,135.47,Groceries,Helsinki,0
TRX_0001169,ACC_0155,2025-10-03 16:28:06,377.78,Gas Station,Espoo,0
TRX_0001170,ACC_0257,2025-09-21 01:58:12,164.44,Travel,Espoo,0
TRX_0001171,ACC_0167,2025-10-06 16:26:42,290.09,Gas Station,Vantaa,0
TRX_0001172,ACC_0160,2025-10-06 06:28:27,43.83,Online Retail,Espoo,0
TRX_0001173,ACC_0410,2025-09-18 09:23:34,50.92,Travel,Oulu,0
TRX_0001174,ACC_0078,2025-10-09 02:08:05,209.05,Utility Bill,Espoo,0
TRX_0001175,ACC_0126,2025-09-24 01:37:19,44.47,Groceries,Helsinki,0
TRX_0001176,ACC_0234,2025-09-29 17:11:16,57.27,Gambling,Espoo,0
TRX_0001177,ACC_0232,2025-09-16 05:39:08,106.26,Groceries,Helsinki,0
TRX_0001178,ACC_0197,2025-09-27 09:42:54,112.83,ATM Withdrawal,Turku,0
TRX_0001179,ACC_0058,2025-09-19 05:53:06,30.06,Fast Food,Vantaa,0
TRX_0001180,ACC_0235,2025-09-26 00:29:22,51.69,Electronics,Turku,0
TRX_0001181,ACC_0483,2025-09-13 00:20:38,87.76,Gambling,Espoo,0
TRX_0001182,ACC_0073,2025-10-01 18:48:39,139.76,Subscription,Vantaa,0
TRX_0001183,ACC_0401,2025-10-11 08:31:56,137.48,Gambling,Helsinki,0
TRX_0001184,ACC_0081,2025-10-05 19:37:51,65.13,Utility Bill,Espoo,0
TRX_0001185,ACC_0251,2025-10-01 06:13:15,58.57,Gas Station,Tampere,0
TRX_0001186,ACC_0433,2025-09-20 13:04:02,171.63,ATM Withdrawal,Turku,0
TRX_0001187,ACC_0257,2025-10-11 06:04:51,65.55,Jewelry,Oulu,0
TRX_0001188,ACC_0066,2025-10-11 01:11:06,175.44,ATM Withdrawal,Turku,0
TRX_0001189,ACC_0478,2025-09-27 16:40:57,179.1,Jewelry,Turku,0
TRX_0001190,ACC_0311,2025-09-15 16:40:32,51.92,Subscription,Vantaa,0
TRX_0001191,ACC_0442,2025-10-01 06:35:18,174.23,Groceries,Tampere,0
TRX_0001192,ACC_0171,2025-09-28 00:55:04,184.69,Travel,Espoo,0
TRX_0001193,ACC_0454,2025-09-11 21:10:04,132.2,Travel,Turku,0
TRX_0001194,ACC_0312,2025-09-19 02:58:27,163.17,Fast Food,Turku,0
TRX_0001195,ACC_0187,2025-10-11 08:04:36,53.53,Fast Food,Vantaa,0
TRX_0001196,ACC_0457,2025-10-04 03:51:36,101.77,Online Retail,Helsinki,0
TRX_0001197,ACC_0284,2025-09-23 01:36:45,61.8,Gambling,Helsinki,0
TRX_0001198,ACC_0102,2025-09-28 12:53:27,73.92,Gambling,Tampere,0
TRX_0001199,ACC_0342,2025-10-02 03:37:25,75.2,Gas Station,Espoo,0
TRX_0001200,ACC_0208,2025-09-19 21:59:44,58.06,Travel,Oulu,0
TRX_0001201,ACC_0305,2025-09-20 13:42:06,49.49,ATM Withdrawal,Espoo,0
TRX_0001202,ACC_0355,2025-10-05 05:18:24,177.43,Online Retail,Vantaa,0
TRX_0001203,ACC_0181,2025-09-18 11:30:01,14.22402969982176,Gambling,Espoo,1
TRX_0001204,ACC_0417,2025-09-25 06:37:08,21.95,Subscription,Tampere,0
TRX_0001205,ACC_0141,2025-09-25 05:50:49,107.95,Fast Food,Turku,0
TRX_0001206,ACC_0316,2025-09-21 13:00:39,63.23,Travel,Espoo,0
TRX_0001207,ACC_0440,2025-10-01 23:35:30,51.54,Electronics,Tampere,0
TRX_0001208,ACC_0103,2025-10-10 10:41:22,67.63,ATM Withdrawal,Helsinki,0
TRX_0001209,ACC_0474,2025-09-20 05:46:47,116.45,Electronics,Helsinki,0
TRX_0001210,ACC_0079,2025-09-26 00:12:22,359.83,Online Retail,Helsinki,0
TRX_0001211,ACC_0226,2025-10-03 10:55:40,100.8,Online Retail,Espoo,0
TRX_0001212,ACC_0444,2025-10-10 18:03:06,222.94,Groceries,Espoo,0
TRX_0001213,ACC_0106,2025-10-05 17:24:43,41.07,Utility Bill,Turku,0
TRX_0001214,ACC_0260,2025-09-21 16:09:35,110.31,Jewelry,Espoo,0
TRX_0001215,ACC_0300,2025-10-08 17:12:22,227.39,ATM Withdrawal,Espoo,0
TRX_0001216,ACC_0378,2025-09-18 10:22:47,113.43,Travel,Vantaa,0
TRX_0001217,ACC_0350,2025-09-26 22:36:21,123.05,Utility Bill,Oulu,0
TRX_0001218,ACC_0178,2025-09-28 10:27:09,24.78,Online Retail,Oulu,0
TRX_0001219,ACC_0465,2025-09-24 01:07:47,32.79,Travel,Helsinki,0
TRX_0001220,ACC_0441,2025-09-15 20:34:00,155.76,Gas Station,Helsinki,0
TRX_0001221,ACC_0153,2025-09-19 02:39:04,256.8,Jewelry,Tampere,0
TRX_0001222,ACC_0140,2025-10-03 10:04:16,47.24,Groceries,Vantaa,0
TRX_0001223,ACC_0145,2025-10-02 17:58:28,25.66,Subscription,Vantaa,0
TRX_0001224,ACC_0362,2025-10-01 17:25:08,35.52,Jewelry,Helsinki,0
TRX_0001225,ACC_0371,2025-09-26 00:15:08,123.78,ATM Withdrawal,Espoo,0
TRX_0001226,ACC_0136,2025-09-24 10:38:29,153.39,Travel,Espoo,0
TRX_0001227,ACC_0160,2025-10-04 00:53:35,178.75,Groceries,Tampere,0
TRX_0001228,ACC_0349,2025-09-22 17:38:47,61.28,Electronics,Oulu,0
TRX_0001229,ACC_0262,2025-09-15 00:54:24,168.15,Electronics,Turku,0
TRX_0001230,ACC_0291,2025-10-08 06:27:20,349.69,Subscription,Helsinki,0
TRX_0001231,ACC_0333,2025-10-03 20:32:45,78.89,Travel,Helsinki,0
TRX_0001232,ACC_0410,2025-10-08 00:01:42,48.42,Groceries,Tampere,0
TRX_0001233,ACC_0374,2025-09-20 09:49:07,845.68,Gambling,Oulu,0
TRX_0001234,ACC_0306,2025-10-05 10:57:44,65.46,Utility Bill,Espoo,0
TRX_0001235,ACC_0044,2025-10-01 10:05:58,218.06,Subscription,Vantaa,0
TRX_0001236,ACC_0127,2025-09-30 11:10:48,76.92,Utility Bill,Oulu,0
TRX_0001237,ACC_0311,2025-09-11 22:01:28,116.01,Gas Station,Oulu,0
TRX_0001238,ACC_0319,2025-10-07 10:51:20,47.88,Jewelry,Tampere,0
TRX_0001239,ACC_0343,2025-09-23 12:51:02,262.0,Groceries,Oulu,0
TRX_0001240,ACC_0233,2025-10-09 00:33:35,29.44,Fast Food,Oulu,0
TRX_0001241,ACC_0470,2025-09-24 17:43:47,131.02,Gambling,Helsinki,0
TRX_0001242,ACC_0103,2025-09-27 00:08:57,152.38,Utility Bill,Oulu,0
TRX_0001243,ACC_0384,2025-10-04 04:50:42,51.88,Fast Food,Helsinki,0
TRX_0001244,ACC_0088,2025-09-24 08:39:26,81.38,Online Retail,Espoo,0
TRX_0001245,ACC_0462,2025-09-29 05:19:46,179.44,Subscription,Espoo,0
TRX_0001246,ACC_0254,2025-09-23 21:45:37,71.27,Jewelry,Oulu,0
TRX_0001247,ACC_0418,2025-09-21 03:56:29,96.49,Gambling,Helsinki,0
TRX_0001248,ACC_0373,2025-09-20 20:20:50,93.35,ATM Withdrawal,Oulu,0
TRX_0001249,ACC_0125,2025-09-20 10:47:12,22.38,Jewelry,Turku,0
TRX_0001250,ACC_0115,2025-09-25 03:50:21,148.75,Online Retail,Oulu,0
TRX_0001251,ACC_0162,2025-09-22 00:44:55,51.82,Fast Food,Oulu,0
TRX_0001252,ACC_0385,2025-09-20 09:03:28,285.94,Subscription,Turku,0
TRX_0001253,ACC_0241,2025-09-26 20:53:15,179.23,ATM Withdrawal,Tampere,0
TRX_0001254,ACC_0042,2025-10-11 16:14:51,61.02,Online Retail,Oulu,0
TRX_0001255,ACC_0088,2025-09-18 07:15:54,47.15,Travel,Oulu,0
TRX_0001256,ACC_0093,2025-10-04 18:44:42,83.6,Electronics,Tampere,0
TRX_0001257,ACC_0171,2025-09-19 07:58:01,146.54,Online Retail,Helsinki,0
TRX_0001258,ACC_0142,2025-10-05 13:13:02,71.52,Electronics,Turku,0
TRX_0001259,ACC_0488,2025-10-07 00:19:54,8.13,Fast Food,Oulu,0
TRX_0001260,ACC_0208,2025-09-24 13:17:08,143.71,Online Retail,Espoo,0
TRX_0001261,ACC_0065,2025-09-24 16:25:57,49.03,ATM Withdrawal,Espoo,0
TRX_0001262,ACC_0279,2025-09-18 17:18:54,52.02,Electronics,Espoo,0
TRX_0001263,ACC_0082,2025-10-10 18:54:33,75.2,Groceries,Helsinki,0
TRX_0001264,ACC_0409,2025-09-26 06:04:37,122.31,Gambling,Espoo,0
TRX_0001265,ACC_0393,2025-09-29 01:39:21,53.26,Online Retail,Espoo,0
TRX_0001266,ACC_0118,2025-09-21 19:43:12,79.86,Gambling,Vantaa,0
TRX_0001267,ACC_0226,2025-09-30 06:37:18,56.71,Jewelry,Vantaa,0
TRX_0001268,ACC_0464,2025-09-11 23:01:22,67.64,Groceries,Vantaa,0
TRX_0001269,ACC_0313,2025-09-13 20:51:48,252.59,Groceries,Tampere,0
TRX_0001270,ACC_0076,2025-10-10 15:22:59,215.27,Gas Station,Vantaa,0
TRX_0001271,ACC_0085,2025-10-09 05:26:36,114.9,Electronics,Helsinki,0
TRX_0001272,ACC_0054,2025-09-16 11:20:32,110.91,Fast Food,Vantaa,0
TRX_0001273,ACC_0258,2025-09-18 19:19:49,74.65,Utility Bill,Helsinki,0
TRX_0001274,ACC_0499,2025-10-05 23:39:41,105.13,Electronics,Turku,0
TRX_0001275,ACC_0460,2025-10-10 04:05:27,136.5,Gambling,Vantaa,0
TRX_0001276,ACC_0192,2025-09-20 03:17:44,296.34,Utility Bill,Vantaa,0
TRX_0001277,ACC_0435,2025-09-21 20:05:52,26.99,ATM Withdrawal,Vantaa,0
TRX_0001278,ACC_0015,2025-10-04 09:46:15,273.51,Electronics,Tampere,0
TRX_0001279,ACC_0285,2025-10-07 22:02:24,121.74,Gambling,Tampere,0
TRX_0001280,ACC_0466,2025-09-13 11:50:29,31.09,Groceries,Espoo,0
TRX_0001281,ACC_0208,2025-10-09 20:45:54,136.13,Gambling,Espoo,0
TRX_0001282,ACC_0222,2025-09-20 09:13:59,84.38,Gas Station,Turku,0
TRX_0001283,ACC_0113,2025-09-29 06:50:36,96.21,Gas Station,Vantaa,0
TRX_0001284,ACC_0269,2025-09-19 14:05:29,75.16,Electronics,Helsinki,0
TRX_0001285,ACC_0352,2025-09-29 04:20:58,10.179212640277218,Gambling,Turku,1
TRX_0001286,ACC_0443,2025-09-28 00:19:53,124.35,Electronics,Helsinki,0
TRX_0001287,ACC_0406,2025-10-01 20:48:21,125.05,Electronics,Tampere,0
TRX_0001288,ACC_0447,2025-09-27 19:06:34,48.55,ATM Withdrawal,Espoo,0
TRX_0001289,ACC_0229,2025-10-11 18:23:59,32.29,Gas Station,Vantaa,0
TRX_0001290,ACC_0145,2025-09-22 11:34:58,110.34,Subscription,Helsinki,0
TRX_0001291,ACC_0128,2025-09-16 12:12:32,96.33,Electronics,Helsinki,0
TRX_0001292,ACC_0423,2025-09-23 15:44:41,86.93,Subscription,Oulu,0
TRX_0001293,ACC_0033,2025-09-16 07:11:24,69.71,Subscription,Espoo,0
TRX_0001294,ACC_0088,2025-10-07 04:27:41,23.64,Gambling,Tampere,0
TRX_0001295,ACC_0441,2025-10-08 22:07:04,92.45,Electronics,Helsinki,0
TRX_0001296,ACC_0005,2025-10-02 23:02:37,190.06,Fast Food,Turku,0
TRX_0001297,ACC_0176,2025-09-30 14:33:05,61.61,Jewelry,Tampere,0
TRX_0001298,ACC_0013,2025-09-22 20:06:14,64.5,Electronics,Vantaa,0
TRX_0001299,ACC_0152,2025-10-02 06:27:17,307.63,Utility Bill,Tampere,0
TRX_0001300,ACC_0316,2025-09-14 20:32:49,123.38,Fast Food,Espoo,0
TRX_0001301,ACC_0048,2025-10-05 18:13:12,171.77,Utility Bill,Oulu,0
TRX_0001302,ACC_0204,2025-09-20 23:03:20,132.02,Travel,Turku,0
TRX_0001303,ACC_0257,2025-09-19 15:27:24,62.79,ATM Withdrawal,Turku,0
TRX_0001304,ACC_0245,2025-10-11 07:47:57,29.84,Gambling,Helsinki,0
TRX_0001305,ACC_0382,2025-09-23 20:08:09,78.31,Electronics,Helsinki,0
TRX_0001306,ACC_0276,2025-10-09 14:28:02,60.98,Utility Bill,Oulu,0
TRX_0001307,ACC_0218,2025-09-21 05:35:13,38.37,Travel,Tampere,0
TRX_0001308,ACC_0143,2025-10-01 19:29:58,97.12,Online Retail,Espoo,0
TRX_0001309,ACC_0397,2025-10-02 02:41:32,47.16,Fast Food,Turku,0
TRX_0001310,ACC_0113,2025-10-11 12:49:18,73.55,Travel,Espoo,0
TRX_0001311,ACC_0021,2025-09-12 15:01:43,155.54,Groceries,Vantaa,0
TRX_0001312,ACC_0212,2025-09-29 03:38:03,23.94,Gas Station,Turku,0
TRX_0001313,ACC_0408,2025-09-18 03:32:46,28.05,Utility Bill,Turku,0
TRX_0001314,ACC_0092,2025-09-19 16:13:17,53.72,Online Retail,Vantaa,0
TRX_0001315,ACC_0275,2025-09-19 16:06:14,248.61,Jewelry,Espoo,0
TRX_0001316,ACC_0124,2025-09-18 02:13:06,100.12,Utility Bill,Espoo,0
TRX_0001317,ACC_0473,2025-09-27 10:19:16,200.39,Gambling,Tampere,0
TRX_0001318,ACC_0001,2025-09-24 18:46:07,79.57,Gas Station,Oulu,0
TRX_0001319,ACC_0287,2025-09-25 16:24:46,104.97,Fast Food,Turku,0
TRX_0001320,ACC_0203,2025-09-19 15:30:57,132.63,Gambling,Tampere,0
TRX_0001321,ACC_0360,2025-09-19 05:00:52,40.76,Jewelry,Helsinki,0
TRX_0001322,ACC_0421,2025-10-08 03:29:46,96.12,Jewelry,Tampere,0
TRX_0001323,ACC_0054,2025-09-16 02:36:13,76.73,Travel,Oulu,0
TRX_0001324,ACC_0028,2025-09-20 08:21:54,42.92,Gas Station,Vantaa,0
TRX_0001325,ACC_0388,2025-10-02 22:22:29,45.48,Gambling,Helsinki,0
TRX_0001326,ACC_0067,2025-10-07 12:32:19,75.82,Electronics,Tampere,0
TRX_0001327,ACC_0190,2025-10-02 02:47:26,133.55,Electronics,Vantaa,0
TRX_0001328,ACC_0216,2025-09-27 12:50:44,59.88,Gambling,Tampere,0
TRX_0001329,ACC_0282,2025-10-04 06:37:36,131.0,Online Retail,Helsinki,0
TRX_0001330,ACC_0227,2025-10-10 03:15:07,295.59,Electronics,Vantaa,0
TRX_0001331,ACC_0066,2025-09-20 18:28:15,64.09,Travel,Oulu,0
TRX_0001332,ACC_0261,2025-10-08 02:03:41,49.35,Groceries,Oulu,0
TRX_0001333,ACC_0248,2025-09-24 14:28:38,129.78,Subscription,Vantaa,0
TRX_0001334,ACC_0148,2025-10-11 07:33:46,142.36,Electronics,Vantaa,0
TRX_0001335,ACC_0276,2025-09-24 05:39:28,513.81,ATM Withdrawal,Tampere,0
TRX_0001336,ACC_0189,2025-09-15 22:07:53,32.25,Electronics,Tampere,0
TRX_0001337,ACC_0308,2025-09-12 11:46:17,90.3,Utility Bill,Espoo,0
TRX_0001338,ACC_0315,2025-09-19 01:56:23,148.62,Travel,Vantaa,0
TRX_0001339,ACC_0388,2025-09-20 22:07:38,239.29,Fast Food,Turku,0
TRX_0001340,ACC_0044,2025-10-01 04:16:46,498.61,Gambling,Espoo,0
TRX_0001341,ACC_0063,2025-10-04 03:41:36,88.79,Groceries,Turku,0
TRX_0001342,ACC_0063,2025-10-09 12:22:58,169.23,Online Retail,Helsinki,0
TRX_0001343,ACC_0292,2025-09-26 14:33:45,66.44,Groceries,Tampere,0
TRX_0001344,ACC_0385,2025-09-16 10:43:52,158.04,Electronics,Turku,0
TRX_0001345,ACC_0260,2025-10-05 20:14:41,129.43,ATM Withdrawal,Oulu,0
TRX_0001346,ACC_0477,2025-09-20 08:04:26,160.23,ATM Withdrawal,Espoo,0
TRX_0001347,ACC_0440,2025-09-22 11:43:01,36.89,Travel,Vantaa,0
TRX_0001348,ACC_0317,2025-10-02 22:12:31,199.15,Gas Station,Helsinki,0
TRX_0001349,ACC_0234,2025-10-05 00:28:59,75.14,Electronics,Turku,0
TRX_0001350,ACC_0213,2025-09-21 16:36:32,31.74,Gambling,Vantaa,0
TRX_0001351,ACC_0374,2025-10-01 08:46:51,95.66,Subscription,Tampere,0
TRX_0001352,ACC_0460,2025-09-19 18:28:27,50.7,Online Retail,Tampere,0
TRX_0001353,ACC_0470,2025-09-17 19:40:45,223.43,Subscription,Tampere,0
TRX_0001354,ACC_0209,2025-10-08 00:46:38,98.53,Jewelry,Oulu,0
TRX_0001355,ACC_0144,2025-10-04 16:15:26,41.16,Travel,Oulu,0
TRX_0001356,ACC_0104,2025-10-04 19:14:26,40.48,Subscription,Helsinki,0
TRX_0001357,ACC_0322,2025-09-12 05:24:57,114.29,Groceries,Vantaa,0
TRX_0001358,ACC_0119,2025-09-14 19:53:23,43.09,Gambling,Turku,0
TRX_0001359,ACC_0231,2025-09-28 20:21:10,67.62,Online Retail,Vantaa,0
TRX_0001360,ACC_0063,2025-09-30 00:22:19,58.78,ATM Withdrawal,Helsinki,0
TRX_0001361,ACC_0394,2025-09-25 20:15:56,41.51,Gas Station,Espoo,0
TRX_0001362,ACC_0079,2025-09-21 07:54:09,25.73,Groceries,Helsinki,0
TRX_0001363,ACC_0291,2025-10-06 01:58:54,231.71,Gas Station,Helsinki,0
TRX_0001364,ACC_0438,2025-09-28 06:17:14,64.68,Electronics,Helsinki,0
TRX_0001365,ACC_0476,2025-10-02 04:51:04,97.17,Subscription,Tampere,0
TRX_0001366,ACC_0169,2025-10-01 01:20:50,44.87,Travel,Turku,0
TRX_0001367,ACC_0412,2025-10-10 18:29:54,110.52,Utility Bill,Vantaa,0
TRX_0001368,ACC_0382,2025-09-14 17:42:34,68.81,Online Retail,Tampere,0
TRX_0001369,ACC_0020,2025-09-17 12:14:53,440.99,Travel,Vantaa,0
TRX_0001370,ACC_0307,2025-09-14 04:51:11,187.8,Electronics,Espoo,0
TRX_0001371,ACC_0357,2025-09-16 23:14:16,108.1,Gas Station,Turku,0
TRX_0001372,ACC_0457,2025-09-20 00:13:27,120.8,Jewelry,Oulu,0
TRX_0001373,ACC_0453,2025-09-20 23:58:00,349.19,Gambling,Oulu,0
TRX_0001374,ACC_0213,2025-09-25 03:06:50,120.52,Groceries,Oulu,0
TRX_0001375,ACC_0397,2025-09-20 19:56:43,144.64,Electronics,Espoo,0
TRX_0001376,ACC_0193,2025-09-24 08:01:18,69.89,Gas Station,Oulu,0
TRX_0001377,ACC_0071,2025-09-24 16:11:00,145.45,Jewelry,Tampere,0
TRX_0001378,ACC_0456,2025-09-23 01:23:39,116.09,Fast Food,Espoo,0
TRX_0001379,ACC_0315,2025-09-28 14:03:20,82.51,Gambling,Vantaa,0
TRX_0001380,ACC_0292,2025-10-02 18:56:09,164.08,Utility Bill,Oulu,0
TRX_0001381,ACC_0493,2025-09-28 18:30:52,123.92,Jewelry,Helsinki,0
TRX_0001382,ACC_0150,2025-09-21 11:44:43,177.77,Gambling,Tampere,0
TRX_0001383,ACC_0356,2025-09-13 17:16:13,176.8,Gas Station,Vantaa,0
TRX_0001384,ACC_0122,2025-09-28 16:33:01,261.13,Fast Food,Turku,0
TRX_0001385,ACC_0421,2025-09-13 18:24:27,77.2,Utility Bill,Vantaa,0
TRX_0001386,ACC_0452,2025-09-13 04:13:58,113.47,Online Retail,Espoo,0
TRX_0001387,ACC_0084,2025-10-07 14:21:19,115.13,Fast Food,Vantaa,0
TRX_0001388,ACC_0358,2025-09-30 08:50:38,42.66,Gambling,Turku,0
TRX_0001389,ACC_0410,2025-10-10 16:42:24,75.46,Gambling,Espoo,0
TRX_0001390,ACC_0440,2025-09-16 14:27:31,77.87,Gas Station,Vantaa,0
TRX_0001391,ACC_0386,2025-10-02 07:10:58,140.2,Online Retail,Turku,0
TRX_0001392,ACC_0210,2025-10-04 16:20:36,117.61,Fast Food,Oulu,0
TRX_0001393,ACC_0076,2025-10-11 06:57:20,85.14,Subscription,Tampere,0
TRX_0001394,ACC_0454,2025-10-04 03:55:55,49.77,Groceries,Vantaa,0
TRX_0001395,ACC_0488,2025-09-30 19:14:00,41.86,Travel,Helsinki,0
